isin,name,type
LU1212701707,FND,"Franklin K2 Altern. Strat A Ydis €H1"
LU1230072552,FND,"DWS Invest Qi LowVol World LD"
LU1233758587,FND,"Robeco QI Emerging Conservative Eq IE €"
LU1238901240,FND,"MainFirst Global DividendStars A"
LU1238901323,FND,"MainFirst Global DividendStars B"
LU1239760025,FND,"DB Plat. IV Platow R1C"
LU1239760371,FND,"DB Plat. IV Platow I1C"
LU1240779741,FND,"UBS (L) EF European Opport € $-h Q-acc"
LU1241524617,FND,"BSF MIP Defensive A2RF €"
LU1241524708,FND,"BSF MIP Moderate A2RF €"
LU1241524880,FND,"BSF MIP Growth A2RF €"
LU1242369327,ETF,"Xtrack MSCI Europe ETF 1D"
LU1242506332,FND,"TAMAC Qilin-China Champions A €"
LU1244138183,FND,"TRP Emerging Markets Discovery Eq A"
LU1245471211,FND,"FvS Multi Asset Growth RT"
LU1249492114,FND,"DWS Invest Multi Credit LDH"
LU1250154413,STK,"ADO Properties"
LU1254423079,FND,"DWS Concept Kaldemorgen SCR"
LU1254989061,FND,"Oddo BHF Crossover Credit CP €"
LU1273488715,ETF,"UBS ETF MSCI Japan Socially Resp h-€ acc"
LU1273508090,FND,"Fidelity US High Yield Y Mdis SGD"
LU1273675402,FND,"BSF MIP Growth A4 €"
LU1274520086,FND,"Robeco QI Glo Dev Conservative Eq I €"
LU1275255799,ETF,"ComStage CBK Comm exAgri Monthly €-h ETF"
LU1279333758,FND,"Pictet Robotics P dy $"
LU1279334210,FND,"Pictet Robotics P €"
LU1279334301,FND,"Pictet Robotics P dy €"
LU1279614926,FND,"DWS Invest Real Assets Income XD"
LU1282651808,FND,"Allianz US Short Dur High Income A h2-€"
LU1285959703,ETF,"Lyxor ETF USD Liquid IG Corp. Bonds D $"
LU1287022708,ETF,"Lyxor ETF Pan Africa C €"
LU1287023003,ETF,"Lyxor EuroMTS 5-7Y Investment Grade ETF"
LU1287023342,ETF,"Lyxor EuroMTS HiRtd Macro-Wght GovBd ETF"
LU1291109293,ETF,"BNPP Easy NMX® 30 Infrastruc Global ETF"
LU1296758029,STK,"Corestate Capital Holding"
LU1299306677,FND,"Carmignac Pf-Sécurité A € Ydist"
LU1312033811,FND,"VermögensManagement RenditeStars A €"
LU1313769447,FND,"Candriam SRI Bond Euro C acc"
LU1323611423,FND,"UBS (L) ES Long Term Themes $ CHF-h Q-ac"
LU1324516308,ETF,"UBS ETF BC USD EM Sovereign h-€ acc"
LU1329694266,FND,"Mandarine Global Microcap R"
LU1330433571,FND,"CS (L) Global Robotics Equity B $"
LU1339879758,FND,"Alger Small Cap Focus A $"
LU1339879832,FND,"Alger Small Cap Focus A €-h"
LU1357028890,FND,"GS EM Equity PF Other Currency € Acc"
LU1366139522,FND,"Wellington Global Quality Growth D € Acc"
LU1377381717,ETF,"BNPP Easy Equity Low Vol Europe ETF C"
LU1377382368,ETF,"BNPP Easy Low Carbon 100 Europe ETF C"
LU1377527517,STK,"Senvion"
LU1388736099,FND,"Jupiter Global Absolute Return L € Acc"
LU1390458401,FND,"PrivilEdge Fidelity Technology $ P D"
LU1394856451,FND,"IP White A"
LU1404975507,STK,"MyBucks"
LU1407890620,ETF,"Mul LC iBT 10Y Distribution"
LU1431864153,FND,"Fidelity Smart Gl. Moderate A € $-h"
LU1431872925,FND,"Amundi FS Diversif Income Best Sel A €"
LU1437017863,ETF,"Amundi Index S&P 500 ETF"
LU1437024992,ETF,"Amundi ETF MSCI Brazil $ acc"
LU1438966258,FND,"Deutscher Stiftungsfonds"
LU1440654330,ETF,"ICBCCS WisdomTree S&P China500 UCITS ETF B USD Dis"
LU1452600270,ETF,"Lyxor ETF US Tips (DR) D-US$"
LU1479445352,FND,"VermögensManagement RenditeStars P €"
LU1479563717,FND,"Allianz Thematica A €"
LU1480526463,FND,"boerse.de-Aktienfonds R"
LU1480526547,FND,"boerse.de-Aktienfonds TM"
LU1481202692,ETF,"BNPP Easy JPM GBI EMU ETF"
LU1492353963,FND,"Basketfonds Alte & Neue Welt B"
LU1499563440,FND,"HQT Global Quality Dividend R"
LU1501515388,FND,"Diversified Alpha"
LU1508359509,FND,"Deka-Industrie 4.0 CF"
LU1508360002,FND,"Deka-Industrie 4.0 TF"
LU1508476725,FND,"Allianz Global Equity Insights A €"
LU1527456997,FND,"Lux-Portfolio Glo Flexible Serenity Cap"
LU1530873931,FND,"Kruse & Bock Kompass Strategie R"
LU1530899654,FND,"CPR Invest Global Disrupt Opport A € dis"
LU1536921650,FND,"AXA WF Fram. Robotech A € cap"
LU1548496022,FND,"Allianz Dynamic Multi Asset Strat 15 AT€"
LU1548497186,FND,"Allianz Glob Art Intelligence A €"
LU1548497772,FND,"Allianz Glob Art Intelligence AT H2 €"
LU1550199050,FND,"Vontobel US Equity ANG $"
LU1551382549,FND,"HQT Global Quality Dividend Q"
LU1582984818,FND,"M&G (Lux) Income Allocation A € acc"
LU1589349734,ETF,"Amundi MSCI USA Min Vola Factor ETF"
LU1590077316,FND,"Santander Select Income AD €"
LU1598689153,ETF,"Lyxor MSCI EMU Small Cap ETF"
LU1598757687,STK,"ArcelorMittal"
LU1602144575,ETF,"Amundi ETF MSCI EMU ETF"
LU1602144732,ETF,"Amundi Index MSCI Japan ETF DR € acc"
LU1617164055,ETF,"Lyxor BofAML $ Short Term HY Bond ETF"
LU1618151879,STK,"Logwin"
LU1626619578,FND,"IP Blue A"
LU1646360971,ETF,"Lyxor ETF Core MSCI EMU DR"
LU1650487413,ETF,"Lyxor EuroMTS 1-3Y Inv Grade DR ETF C €"
LU1651191345,FND,"FFPB MultiTrend Flex"
LU1659681313,ETF,"BNPP E MEM SRI Distribution"
LU1663838974,FND,"DWS Concept Kaldemorgen $ TFCH"
LU1663839865,FND,"DWS Invest Brazilian Equities TFC"
LU1663932132,FND,"DWS Invest Gold+Precious Metals TFC"
LU1670627253,FND,"M&G (Lux) North American Divid € A Acc"
LU1670711040,FND,"M&G (Lux) Global Dividend $ A Acc"
LU1670724373,FND,"M&G (Lux) Optimal Income € A Acc"
LU1673108939,STK,"Aroundtown"
LU1681038243,ETF,"Amundi NASDAQ-100 ETF € A"
LU1681038599,FND,"Amundi Nasdaq-100 ETF Dlly-Hdg EUR €"
LU1681039647,ETF,"Amundi Euro Corporates ETF € acc"
LU1681040223,ETF,"Amundi ETF STOXX Europe 600 € thes"
LU1681040496,ETF,"Amundi Euro HY Liquid Bd Iboxx ETF € acc"
LU1681042609,ETF,"Amundi ETF MSCI Europe € C A acc"
LU1681042864,ETF,"Amundi MSCI USA ETF € thes"
LU1681043086,ETF,"Amundi MSCI India ETF € acc"
LU1681043599,ETF,"Amundi MSCI World ETF € acc"
LU1681043912,ETF,"Amundi MSCI China ETF € thes"
LU1681044480,ETF,"Amundi MSCI Em Asia ETF € acc"
LU1681044720,ETF,"Amundi MSCI Switzerland ETF € thes"
LU1681045024,ETF,"Amundi MSCI EM Latin America ETF €"
LU1681045370,ETF,"Amundi MSCI Emerging Markets ETF € acc"
LU1681045537,ETF,"Amundi MSCI World ex Europe ETF €"
LU1681046006,ETF,"Amundi MSCI World Energy ETF €"
LU1681048127,ETF,"Amundi S&P 500 Buyback ETF - € (C)"
LU1681048804,ETF,"Amundi S&P 500 ETF A € acc"
LU1683285321,FND,"CS (L) Global Digital Health Eq BH € acc"
LU1686830909,ETF,"Lyxor iBoxx $ Liquid Emerging Markets Sovereign UCITS ETF-D"
LU1693142330,FND,"ING Glo Index Portfolio Defensive A Cap"
LU1693142843,FND,"ING Glo Index Portfolio Balanced A Cap"
LU1693143494,FND,"ING Glo Index Portfolio Dynamic A Cap"
LU1704650164,STK,"Befesa"
LU1733247073,FND,"BSF MIP Conservative A2 €"
LU1737652237,ETF,"Amundi Index MSCI World ETF DR D €"
LU1737652310,ETF,"Amundi Index MSCI Europe ETF DR dist"
LU1737652583,ETF,"Amundi Index MSCI Emerging Markets ETF D"
LU1737653631,ETF,"Amundi Index JPM GBI Glo Govies ETF D"
LU1737654019,ETF,"Amundi Barclays GL Agg 500M ETF DR € acc"
LU1739331426,FND,"VermögensManagement AktienStars A"
LU1748854863,FND,"FvS Multiple Opportunities II H"
LU1750178011,ETF,"Market Access STOXX China A Min Var Ind ETF EUR C"
LU1753045415,ETF,"BNP Paribas Easy MSCI Europe SRI Track Prvlg Cap"
LU1753045928,ETF,"BNPPE MSCI JSRI Distribution"
LU1756447840,STK,"Corporacion America Airports"
LU1772413420,FND,"UniIndustrie 4.0 A"
LU1775951525,FND,"Invesco (L) Asian Equity A AD"
LU1775963454,FND,"Invesco (L) Pacific Equity Fund A-AD"
LU1778762911,STK,"Spotify Technology"
LU1781541179,ETF,"Lyxor Core MSCI World DR ETF"
LU1781541252,ETF,"Lyxor Core MSCI Japan DR ETF"
LU1792117340,ETF,"Lyxor (L) ETF MSCI EMU ESG Trend Leaders"
LU1792117779,ETF,"Lyxor MSCI World ESG Trend Leaders ETF"
LU1811048138,FND,"BB Adamant Digital Health B €"
LU1812090543,ETF,"Lyxor (L) ETF BofAML € HY Ex-Fin Bd dis"
LU1812091194,ETF,"Lyxor FTSE EPRA/NAREIT Dev Europ.ETF"
LU1812092168,ETF,"Lyxor STOXX Europe Select Divid. 30 ETF"
LU1815111254,FND,"DWS FlexPension II 2033"
LU1829218319,ETF,"Lyxor (L) ETF Barclays Float Rate € 0-7Y"
LU1829218582,ETF,"Lyxor Comm TR/Core Co.EX-Energy ETF"
LU1829218749,ETF,"Lyxor ETF Comm TR CoreComm CRB TR"
LU1829219127,ETF,"Lyxor (L) ETF Euro Corporate Bond Acc"
LU1829220216,ETF,"Lyxor (L) ETF MSCI All Country World C €"
LU1829221024,ETF,"Lyxor Nasdaq-100 ETF Dis."
LU1832003567,FND,"Threadneedle (L) Pan Europ Eq 1E € acc"
LU1832418773,ETF,"Lyxor (L) ETF FTSE EPRA/NAREIT Glo DevD€"
LU1832418856,ETF,"Lyxor FTSE EPRA/NAREIT US ETF €"
LU1834985845,FND,"Lyxor STOXX Europe 600 Food&Bev ETF"
LU1834986900,ETF,"Lyxor STOXX Europe 600 Healthcare ETF Ac"
LU1838002480,ETF,"Lyxor Robotics & AI ETF"
LU1839896005,FND,"boerse.de-Weltfonds FCP"
LU1841731745,FND,"Lyxor MSCI China ETF"
LU1846739917,FND,"MOBIUS Emerging Markets Retail D €"
LU1861132840,ETF,"Amundi Stoxx Global Artific Intel ETF"
LU1861134382,ETF,"Amundi Index MSCI World SRI ETF DR"
LU1861137484,ETF,"Amundi Index MSCI Europe SRI ETF cap"
LU1861214812,FND,"BGF Future of Transport A2 $"
LU1861215975,FND,"BGF Next Generation Technology A2 $"
LU1864952335,FND,"Threadneedle (L) European SC 1E € acc"
LU1864957219,FND,"Threadneedle (L) Gl Select 1U $ acc"
LU1865032954,FND,"DWS Concept Platow LC"
LU1868836591,FND,"Threadneedle (L) American 1U $ acc"
LU1868839181,FND,"Threadneedle (L) European Select 1E €"
LU1868841674,FND,"Threadneedle (L) American Select 1U $"
LU1875395870,ETF,"Xtrack Nikkei 225 ETF 2D €-h"
LU1881477043,FND,"DWS Invest Enh Commodity Strategy LC"
LU1882447425,FND,"Emerging Europe and Mediterranean Equity"
LU1883306497,FND,"Amundi Funds European Equ Small Cap A € cap"
LU1883311653,FND,"Amundi Eurp. Eq Target Inc A2 € SATI D"
LU1883318740,FND,"Amundi Global Ecology ESG A €"
LU1883854199,FND,"Amundi Pioneer US Eq Fund. Grwth A € C"
LU1883872332,FND,"Amundi US Pioneer Fund A € C"
LU1899270539,ETF,"UniCredit MSCI European Green Bond EUR UCITS ETF"
LU1900065811,ETF,"Lyxor MSCI Indonesia UCITS ETF - Acc"
LU1900066207,ETF,"Lyxor MSCI Brazil ETF Acc"
LU1900066975,ETF,"Lyxor MSCI Korea UCITS ETF- C - EUR"
LU1900067270,ETF,"Lyxor MSCI South Africa UCITS ETF Acc"
LU1900067940,ETF,"Lyxor ETF Hong Kong (HSI) Dist"
LU1900068914,ETF,"Lyxor (L) ETF China Enterprise HSCEI acc"
LU1910776522,FND,"VermögensManagement RentenStars A2 €"
LU1923361478,FND,"Bakersteel Electrum A €"
LU1923627092,ETF,"Lyxor MSCI Russia ETF acc"
LU2009202107,ETF,"Lyxor MSCI Emerging Markets Ex China UNCITS ETF"
LU2010095458,STK,"Global Fashion Group"
MC0000031187,STK,"Ste des Bains de Mer et du Cercle des Etrangers a Monaco"
MHY0207T1001,STK,"Ardmore Shipping"
MHY096752016,STK,"Box Ships"
MHY1771G1026,STK,"Costamare"
MHY2065G1219,STK,"DHT Holdings"
MHY2106R1100,STK,"Dorian LPG"
MHY2109Q7055,STK,"DryShips"
MHY2188B1083,STK,"Dynagas LNG Partners"
MHY2685T1313,STK,"Genco Shipping & Trading"
MHY2687W1084,STK,"GasLog Partners"
MHY268891089,STK,"Gener8 Maritime"
MHY272654077,STK,"Globus Maritime"
MHY2745C1021,STK,"Golar LNG Partners"
MHY3262R1009,STK,"Hoegh LNG Partners"
MHY481251012,STK,"KNOT Offshore Partners"
MHY621591434,STK,"Navios Maritime Acquisition"
MHY622674098,STK,"Navios Maritime Partners"
MHY673051055,STK,"Performance Shipping"
MHY737603016,STK,"Seanergy Maritime Holdings"
MHY7542C1306,STK,"Scorpio Tankers"
MHY7545W1259,STK,"Seadrill Partners LLC"
MHY756381098,STK,"Seaspan"
MHY8564M1057,STK,"Teekay LNG Partners L.P."
MHY8564W1030,STK,"Teekay"
MHY8565J1010,STK,"Teekay Offshore Partners L.P."
MHY8565N1022,STK,"Teekay Tankers Registered (A)"
MHY8897Y1077,STK,"TOP SHIPS INC"
MHY8897Y1648,STK,"TOP Ships"
MIOTA~EUR,CRYP,"IOTA (MIOTA) zu EUR"
MIOTA~USD,CRYP,"IOTA (MIOTA) zu USD"
MOD~ETH,CRYP,"Modum (MOD) zu Ethereum (ETH)"
MT0000580101,STK,"Media and Games Invest"
MU0295S00016,STK,"MakeMyTrip"
MU0456S00006,STK,"Alphamin Resources"
MU0527S00004,STK,"Azure Power Global"
MX01BM1B0000,STK,"Bolsa Mexicana de Valores SAB de CV Registered (A)"
MX01WA000038,STK,"Wal-Mart de Mexico SAB de CV"
MXP000511016,STK,"Alfa SAB de CV Registered (A)"
MXP001661018,STK,"Grupo Aeroportuario del Sureste SAB de CV (B)"
MXP001691213,STK,"America Movil SAB de CV (L)"
MXP0598H1110,STK,"Compania Minera Autlan SAB de CV (B)"
MXP369181377,STK,"El Puerto de Liverpool SAB de CV -C1-"
MXP370641013,STK,"Grupo Financiero Inbursa SAB de CV (O)"
MXP370711014,STK,"Grupo Financiero Banorte SAB de CV (O)"
MXP370841019,STK,"Grupo Mexico SAB de CV (B)"
MXP461181085,STK,"Grupo Carso SAB de CV Namen-Akt -A1-"
MXP495211262,STK,"Grupo Bimbo SAB de CV (A)"
MYA004433001,STK,"Steppe Cement"
MYL3182OO002,STK,"Genting Bhd"
MYL5099OO006,STK,"AirAsia Group Bhd"
MYL6033OO004,STK,"Petronas Gas Bhd"
NEO~EUR,CRYP,"NEO (NEO) zu EUR"
NEO~USD,CRYP,"NEO (NEO) zu USD"
NL0000008977,STK,"Heineken Holding"
NL0000009082,STK,"Koninklijke KPN"
NL0000009165,STK,"Heineken"
NL0000009355,STK,"Unilever"
NL0000009538,STK,"Koninklijke Philips"
NL0000009827,STK,"Koninklijke DSM"
NL0000018034,STK,"AFC Ajax"
NL0000023372,ZER,"RBS Wasser TR Index Open End Zertifikat"
NL0000047991,ZER,"Open End Zertifikat"
NL0000048536,ZER,"RBS Indien ADR/GDR TR Index Open End Zertifikat"
NL0000116150,BND,"Aegon Hybridanleihe 0,00 % ohne Laufzeitbegrenzung"
NL0000192300,ZER,"Open End Zertifikat"
NL0000200384,STK,"Core Laboratories"
NL0000202109,ZER,"BNP PARIBAS ARBITRAGE ISSUANCE BV"
NL0000202166,ZER,"RBS Indien ADR/GDR TR Index Open End Zertifikat"
NL0000226223,STK,"STMicroelectronics"
NL0000229458,STK,"Teleplan International"
NL0000233195,STK,"Jubii Europe"
NL0000235190,STK,"Airbus"
NL0000238145,STK,"Ad Pepper Media International"
NL0000255230,ZER,"BNP PARIBAS ARBITRAGE ISSUANCE BV"
NL0000255248,ZER,"BNP PARIBAS ARBITRAGE ISSUANCE BV"
NL0000255842,KNO,"BNP PARIBAS ARBITRAGE ISSUANCE BV"
NL0000289213,STK,"Wereldhave"
NL0000289783,FND,"Robeco Sustainable Global Stars Equities"
NL0000289817,FND,"Rolinco N.V."
NL0000303709,STK,"Aegon"
NL0000319606,FND,"Man AHL Diversified Markets EU"
NL0000322808,ZER,"BNP PARIBAS ARBITRAGE ISSUANCE BV"
NL0000325652,KNO,"BNP PARIBAS ARBITRAGE ISSUANCE BV"
NL0000335578,STK,"BinckBank"
NL0000345627,STK,"Ease2pay"
NL0000352565,STK,"Fugro"
NL0000360618,STK,"SBM Offshore"
NL0000379121,STK,"Randstad"
NL0000388619,STK,"Unilever"
NL0000395317,STK,"Wessanen"
NL0000395903,STK,"Wolters Kluwer"
NL0000400653,STK,"Gemalto"
NL0000440204,FND,"Triodos Groenfonds NV"
NL0000440311,STK,"Holland Colours"
NL0000445658,ZER,"WTI Light Sweet Crude Oil Future (NYMEX) USD Open End Zertifikat"
NL0000449379,ZER,"RBOB Benzin Future (NYMEX) USD Open End Zertifikat"
NL0000687663,STK,"AerCap Holdings"
NL0000764439,ZER,"BNP PARIBAS ARBITRAGE ISSUANCE BV"
NL0000817179,STK,"Sligro Food Group"
NL0000852580,STK,"Koninklijke Boskalis Westminster"
NL0000888691,STK,"AMG ADVANCED METALLURGICAL GROUP"
NL0006044232,KNO,"BNP PARIBAS ARBITRAGE ISSUANCE BV"
NL0006089229,FND,"Kempen Global High Dividend Fund N.V."
NL0006129074,STK,"IT Competence Group"
NL0006237562,STK,"Arcadis"
NL0006238131,FND,"Robeco Afrika Fonds"
NL0006294274,STK,"Euronext"
NL0009324904,STK,"Sensata Technologies Holding"
NL0009432491,STK,"Koninklijke Vopak"
NL0009434992,STK,"Lyondellbasell Industries"
NL0009538008,STK,"Navigator Equity Solutions"
NL0009538784,STK,"NXP Semiconductors"
NL0009739416,STK,"PostNL"
NL0009767532,STK,"Accell Group"
NL0009805522,STK,"Yandex Registered (A)"
NL0010060661,STK,"AVG Technologies B.V. Parts Sociales"
NL0010273215,STK,"ASML Holding"
NL0010273975,STK,"Kids Brands House"
NL0010391025,STK,"Pharming Group"
NL0010391108,STK,"Photon Energy"
NL0010545661,STK,"CNH Industrial"
NL0010619748,FND,"Robeco US Conservative High Dividend Equities N.V."
NL0010696654,STK,"Uniqure"
NL0010773842,STK,"NN Group"
NL0010831061,STK,"Mobileye B.V. Parts sociales"
NL0010832176,STK,"argenx"
NL0010872388,STK,"A.H.T. Syngas Technology"
NL0010872420,STK,"Affimed"
NL0010872495,STK,"ProQR Therapeutics"
NL0010877643,STK,"Fiat Chrysler Automobiles"
NL0010886891,STK,"Royal Imtech"
NL0010937066,STK,"GrandVision"
NL0011031208,STK,"Mylan"
NL0011279492,STK,"Flow Traders"
NL0011323407,STK,"Kiadis Pharma"
NL0011327523,STK,"Wright Medical Group"
NL0011333752,STK,"Altice Europe (A)"
NL0011333760,STK,"Altice Europe (B)"
NL0011375019,STK,"Steinhoff International Holdings"
NL0011509294,STK,"Curetis"
NL0011540547,STK,"ABN AMRO Bank"
NL0011585146,STK,"Ferrari"
NL0011606264,STK,"Merus"
NL0011683594,ETF,"Think Morningstar High Dividend ETF"
NL0011794037,STK,"Koninklijke Ahold Delhaize"
NL0011821202,STK,"ING Group"
NL0011821392,STK,"Signify"
NL0012015705,STK,"Takeaway.com"
NL0012044747,STK,"Shop Apotheke Europe"
NL0012044762,STK,"NOXXON Pharma"
NL0012047823,STK,"Avantium"
NL0012059018,STK,"EXOR"
NL0012084479,STK,"Meridian Mining"
NL0012169213,STK,"Qiagen"
NL0012293955,STK,"Catalis S.E."
NL0012377394,STK,"Fyber"
NL0012661870,STK,"InflaRx"
NL0012757355,STK,"Instone Real Estate Group"
NL0012817175,STK,"Alfen"
NL0012866412,STK,"BE Semiconductor Industries"
NL0012969182,STK,"Adyen Parts Sociales"
NL0013056914,STK,"Elastic Bearer and Registered Shares"
NL0013267909,STK,"Akzo Nobel"
NL0013332471,STK,"TomTom"
NL0013654783,STK,"Prosus Bearer and Registered (N)"
NLG~USD,CRYP,"Gulden (NLG) zu USD"
NO0003035305,STK,"Ekornes"
NO0003054108,STK,"Mowi"
NO0003055501,STK,"Nordic Semiconductor"
NO0003055808,STK,"Element"
NO0003067902,STK,"Hexagon Composites"
NO0003070609,STK,"IDEX Biometrics"
NO0003078107,STK,"AF Gruppen ASA (A)"
NO0003078800,STK,"TGS-Nopec Geophysical Company"
NO0003087603,STK,"Byggma"
NO0003089005,STK,"Dolphin Drilling"
NO0003096208,STK,"Leroy Seafood Group"
NO0003733800,STK,"Orkla"
NO0003921009,STK,"DNO"
NO0004135633,STK,"Norske Skogindustrier"
NO0005052605,STK,"Norsk Hydro"
NO0005668905,STK,"Tomra Systems"
NO0010031479,STK,"DNB"
NO0010037450,CUR,"NOK/EUR"
NO0010040611,STK,"Otello"
NO0010063308,STK,"Telenor"
NO0010073489,STK,"Austevoll Seafood"
NO0010081235,STK,"NEL"
NO0010096985,STK,"Equinor"
NO0010112675,STK,"REC Silicon"
NO0010159684,STK,"Medistim"
NO0010196140,STK,"Norwegian Air Shuttle"
NO0010199151,STK,"PGS"
NO0010208051,STK,"Yara International"
NO0010209331,STK,"Protector Forsikring"
NO0010215684,STK,"Akastor"
NO0010234552,STK,"Aker ASA (A)"
NO0010299068,STK,"Thin Film Electronics"
NO0010310956,STK,"SalMar"
NO0010317316,STK,"Oceanteam"
NO0010317340,STK,"Nordic Mining"
NO0010331838,STK,"Norway Royal Salmon"
NO0010345853,STK,"Aker BP"
NO0010365521,STK,"Grieg Seafood"
NO0010405640,STK,"PCI Biotech Holding"
NO0010572878,BND,"Norwegen Staatsanleihe 3,75 % bis 05/21"
NO0010582521,STK,"Gjensidige Forsikring"
NO0010605371,STK,"Kvaerner"
NO0010646813,BND,"Norwegen Staatsanleihe 2,00 % bis 05/23"
NO0010657505,STK,"Borregaard"
NO0010686934,STK,"REC Solar"
NO0010708068,STK,"Scanship Holding"
NO0010715139,STK,"Scatec Solar"
NO0010716582,STK,"Aker Solutions"
NO0010732555,BND,"Norwegen Staatsanleihe 1,75 % bis 03/25"
NO0010768500,STK,"Atlantic Sapphire"
NO0010795701,BND,"Metalcorp Group Unternehmensanleihe 7,00 % bis 06/22"
NO0010851728,BND,"Hörmann Finance Unternehmensanleihe 4,50 % bis 06/24"
NZAIRE0001S2,STK,"Air New Zealand"
NZATME0002S8,STK,"The a2 Milk Company"
NZECHE0001S8,STK,"TRS Investments"
NZNZRE0001S9,STK,"The New Zealand Refining Company"
NZRYME0001S4,STK,"Ryman Healthcare"
NZSCLE0002S8,STK,"Scales"
NZSKTE0001S6,STK,"SKY Network Television"
NZWDTE0002S1,STK,"Wellington Drive Technologies"
OMG~EUR,CRYP,"OmiseGo (OMG) zu EUR"
OMG~USD,CRYP,"OmiseGo (OMG) zu USD"
PA1436583006,STK,"Carnival Corporation"
PAC~USD,CRYP,"PacCoin (PAC) zu USD"
PAL1201471A1,STK,"Mcdermott International"
PAP169941328,STK,"Banco Latinoamericano de Comercio Exterior Bladex (E)"
PG0008526520,STK,"Bougainville Copper"
PG0008579883,STK,"Oil Search"
PHY4466S1007,STK,"Jollibee Foods Corporation"
PHY6837G1032,STK,"Pepsi-Cola Products Philippines"
PLBT~USD,CRYP,"Polybius (PLBT) zu USD"
PLCIECH00018,STK,"Ciech"
PLCTINT00018,STK,"CI Games"
PLINSTK00013,STK,"Instal Krakow"
PLJSW0000015,STK,"Jastrzebska Spolka Weglowa"
PLKGHM000017,STK,"KGHM Polska Miedz"
PLLPP0000011,STK,"LPP"
PLLWBGD00016,STK,"Lubelski Wegiel Bogdanka"
PLNSTMD00010,STK,"Nestmedic Spolka Akcyjna"
PLOPTTC00011,STK,"CD Projekt"
PLPEKAO00016,STK,"Bank Polska Kasa Opieki"
PLPGER000010,STK,"PGE Polska Grupa Energetyczna"
PLPIK0000018,STK,"PIK"
PLPKN0000018,STK,"Polski Koncern Naftowy ORLEN"
PLSIMPL00011,STK,"Simple"
PLSOFTB00016,STK,"Asseco Poland"
PLTAURN00011,STK,"TAURON Polska Energia S.A"
POE~BTC,CRYP,"Po.et (POE) zu Bitcoin (BTC)"
POE~ETH,CRYP,"Po.et (POE) zu Ethereum (ETH)"
PTBES0AM0007,STK,"Banco Espirito Santo"
PTCOR0AE0006,STK,"Corticeira Amorim SGPS"
PTCTT0AM0001,STK,"CTT-Correios de Portugal"
PTEDP0AM0009,STK,"EDP-Energias de Portugal"
PTGAL0AM0009,STK,"GALP Energia SGPS Reg.(B)"
PTJMT0AE0001,STK,"Jeronimo Martins SGPS Register"
PTNBA0AM0006,STK,"Novabase SGPS"
PTOTEBOE0020,BND,"Portugal Staatsanleihe 4,10 % bis 02/45"
PTOTEXOE0024,BND,"Portugal Staatsanleihe 1,95 % bis 06/29"
PTPTC0AM0009,STK,"PHarol SGPS"
PTPTI0AM0006,STK,"PORTUCEL"
PTZON0AM0006,STK,"NOS SGPS"
QSP~ETH,CRYP,"Quantstamp (QSP) zu Ethereum (ETH)"
QT0009689347,CUR,"SEK/EUR"
RDD~USD,CRYP,"Reddcoin (RDD) zu USD"
RDD~USDT,CRYP,"Reddcoin (RDD) zu Tether (USDT)"
REQ~USD,CRYP,"Request Network (REQ) zu USD"
RU0001458465,CUR,"RUB/EUR"
RU0009024277,STK,"Neftyanaya Kompaniya LUKOIL"
RU000A0JTG59,BND,"Russland Staatsanleihe 6,80 % bis 12/19"
RU000A0JTK38,BND,"Russland Staatsanleihe 7,05 % bis 01/28"
RU000A0JTYA5,BND,"Russland Staatsanleihe 6,40 % bis 05/20"
RU000A0JU4L3,BND,"Russland Staatsanleihe 7,00 % bis 08/23"
SE0000103699,STK,"Hexagon Shs(B)"
SE0000103814,STK,"Electrolux (B)"
SE0000105199,STK,"Haldex"
SE0000106270,STK,"H & M Hennes & Mauritz (B)"
SE0000107203,STK,"Industrivaerden (C)"
SE0000107401,STK,"Investor (A)"
SE0000107419,STK,"Investor (B)"
SE0000108227,STK,"SKF (B)"
SE0000108649,STK,"Telefon L.M.Ericsson (A)"
SE0000108656,STK,"Telefon L.M.Ericsson (B)"
SE0000112385,STK,"Saab (B)"
SE0000112724,STK,"Svenska Cellulosa SCA (B)"
SE0000113250,STK,"Skanska (B)"
SE0000114837,STK,"Trelleborg (B)"
SE0000115420,STK,"Volvo Registered (A)"
SE0000115446,STK,"Volvo Registered (B)"
SE0000135485,STK,"RaySearch Laboratories Shs(B)"
SE0000148884,STK,"Skandinaviska Enskilda Banken (A)"
SE0000163594,STK,"Securitas Shs(B)"
SE0000163628,STK,"Elekta (B) Fria"
SE0000171886,STK,"Svenska Cellulosa SCA (A) Fria"
SE0000202624,STK,"Getinge (B)"
SE0000242455,STK,"Swedbank Shs(A)"
SE0000310336,STK,"Swedish Match"
SE0000323305,STK,"Softronic (B)"
SE0000373128,STK,"IAR Systems Gr -B-"
SE0000375115,STK,"Mycronic"
SE0000379190,STK,"Castellum"
SE0000382335,STK,"Autoliv"
SE0000412371,STK,"Modern Times Group MTG (B)"
SE0000421273,STK,"Knowit"
SE0000454746,STK,"Biotage"
SE0000455057,STK,"Fastighets Balder (B)"
SE0000472268,STK,"Addnode Group (B)"
SE0000514705,STK,"Obducat (B)"
SE0000652216,STK,"ICA Gruppen"
SE0000667891,STK,"Sandvik"
SE0000667925,STK,"Telia Company"
SE0000683484,STK,"Cellavision"
